1.5,0.875,0
1,0.75,0
1,0.75,0
1,0.75,0
1.98496,0.996241,0
1,0.75,0
1.96296,0.990741,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.77778,0.944444,0
1,0.75,0
1.97674,0.994186,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1.33333,0.833333,0
1,0.75,0
1,0.75,0
1,0.75,0
1.6,0.9,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
1,0.75,0
