440,441
876,1250
371,801
804,252
41,131
104,142
6,549
1318,939
1399,378
1380,1552
1426,358
741,907
424,904
142,188
370,372
945,900
330,378
6,535
1321,1322
617,301
1287,1288
356,432
632,900
6,513
324,1443
1084,901
56,286
301,252
371,315
774,775
642,644
694,884
482,142
620,1127
760,718
45,1007
441,1065
1049,915
27,779
832,324
25,691
301,1077
41,188
252,925
923,324
41,195
24,320
6,475
738,1454
330,895
378,1441
301,801
6,585
6,185
39,307
370,374
27,789
378,1079
424,320
773,378
56,221
997,998
753,754
56,268
216,350
1318,1320
6,124
1419,947
912,252
424,527
209,212
216,424
6,128
301,1082
859,900
888,347
6,195
1312,1313
868,869
41,96
77,947
111,142
735,188
6,179
1510,1511
1044,1045
637,641
442,931
6,550
983,718
365,366
27,802
82,142
83,39
41,172
6,175
41,123
1061,605
899,1219
302,303
301,34
41,112
56,229
637,638
41,191
301,1078
441,1256
424,431
378,1438
1265,899
41,173
56,226
900,1349
609,1004
967,1226
753,596
142,149
434,436
1531,1288
41,80
630,1051
1406,1407
1223,12
341,345
602,641
1457,604
109,1208
709,711
658,393
342,321
316,324
6,80
39,252
1113,801
426,623
6,95
41,134
718,1304
1158,1159
424,303
428,718
27,313
68,142
6,492
56,237
734,432
1232,432
608,610
207,431
684,685
6,588
616,626
370,207
1164,307
27,566
616,424
720,324
424,876
424,685
41,133
415,417
426,864
604,1061
1303,340
1011,47
1093,1094
763,1242
694,378
1526,324
45,1006
1418,1327
6,461
56,245
308,6
393,642
1489,939
120,140
25,324
423,301
423,432
301,1071
1220,52
142,146
1066,1067
41,175
1201,1202
121,142
781,355
1272,31
1383,721
378,1445
720,1465
6,450
33,1033
41,110
1034,401
6,464
424,920
1416,378
431,1443
422,307
602,604
392,874
94,142
301,24
356,340
624,356
6,496
307,1493
317,831
142,151
6,180
378,1446
140,142
692,301
371,861
6,575
441,1258
1355,1356
822,1037
779,428
6,524
927,904
6,69
41,162
863,1192
6,117
888,424
56,184
35,36
646,31
6,100
631,632
301,315
255,142
915,252
252,188
56,258
300,766
374,1487
56,128
202,203
992,649
120,889
6,517
378,1037
1120,1121
301,791
623,718
6,83
625,698
216,259
1325,1316
112,307
142,158
658,395
6,191
623,431
913,1193
1034,1036
900,307
1014,786
951,952
694,721
301,778
685,1019
6,116
838,323
301,1080
993,323
301,619
916,252
1343,1344
852,855
692,693
41,108
